   0,1585738500,    2,   14,22055,  690, 6335,    0, 2924,    9,16950,    0,    0, 2213, 1979,65535,65535,    0
   1,1585738800,    0,   14,15999,  704, 4937,    0, 2105,   11,13930,    1,    0, 2007, 1747,65535,65535,    0
   2,1585738800,    1,   18,17633,  556, 5450,    0, 2667,    6,14868,    3,    0, 1541, 1373,65535,65535,    0
   3,1585738800,    2,   14,22055,  690, 6335,    0, 2925,    9,16951,    0,    0, 2213, 1979,65535,65535,    0
   4,1585739100,    0,   14,15999,  704, 4937,    0, 2105,   11,13930,    1,    0, 2007, 1747,65535,65535,    0
   5,1585739100,    1,   18,17637,  556, 5451,    0, 2667,    6,14872,    3,    0, 1541, 1373,65535,65535,    0
   6,1585739100,    2,   14,22055,  690, 6335,    0, 2925,    9,16951,    0,    0, 2213, 1979,65535,65535,    0
   7,1585739400,    0,   14,15999,  704, 4937,    0, 2105,   11,13931,    1,    0, 2007, 1747,65535,65535,    0
   8,1585739400,    1,   18,17638,  556, 5452,    0, 2667,    6,14873,    3,    0, 1541, 1373,65535,65535,    0
   9,1585739400,    2,   14,22055,  690, 6335,    0, 2925,    9,16951,    0,    0, 2214, 1980,65535,65535,    0
  10,1585739700,    0,   14,15999,  704, 4937,    0, 2105,   11,13931,    1,    0, 2007, 1747,65535,65535,    0
  11,1585739700,    1,   18,17638,  556, 5452,    0, 2667,    6,14873,    3,    0, 1541, 1373,65535,65535,    0
  12,1585739700,    2,   14,22055,  690, 6335,    0, 2925,    9,16951,    0,    0, 2214, 1980,65535,65535,    0
  13,1585740000,    0,   14,15999,  704, 4937,    0, 2105,   11,13933,    1,    0, 2007, 1747,65535,65535,    0
  14,1585740000,    1,   18,17642,  556, 5452,    0, 2667,    6,14873,    3,    0, 1541, 1373,65535,65535,    0
  15,1585740000,    2,   14,22055,  691, 6335,    0, 2925,    9,16951,    0,    0, 2214, 1980,65535,65535,    0
  16,1585740300,    0,   14,15999,  704, 4937,    0, 2105,   11,13933,    1,    0, 2007, 1747,65535,65535,    0
  17,1585740300,    1,   18,17643,  556, 5453,    0, 2667,    6,14877,    3,    0, 1541, 1373,65535,65535,    0
  18,1585740300,    2,   14,22055,  691, 6335,    0, 2925,    9,16951,    0,    0, 2214, 1980,65535,65535,    0
