   0,1580280900,    0,   12,10661,  425, 3912,    0, 1446,    4, 9138,    2,    0, 1044,  896,65535,65535,    0
   1,1580280900,    1,   12,16246,  571, 4738,    0, 1937,    8,11903,65535,    0, 1661, 1477,65535,65535,    0
   2,1580280900,    2,   10,10567,  617, 3289,    0, 1184,   11, 9512,    1,    0, 1559, 1316,65535,65535,    0
   3,1580281200,    0,   12,10661,  425, 3913,    0, 1446,    4, 9141,    2,    0, 1044,  896,65535,65535,    0
   4,1580281200,    1,   12,16248,  573, 4739,    0, 1940,    8,11914,65535,    0, 1661, 1477,65535,65535,    0
   5,1580281200,    2,   10,10568,  617, 3289,    0, 1184,   11, 9519,    1,    0, 1559, 1316,65535,65535,    0
   6,1580281500,    0,   12,10661,  425, 3915,    0, 1446,    4, 9144,    2,    0, 1044,  896,65535,65535,    0
   7,1580281500,    1,   12,16248,  574, 4742,    0, 1942,    8,11925,65535,    0, 1661, 1477,65535,65535,    0
   8,1580281500,    2,   10,10568,  617, 3291,    0, 1184,   11, 9524,    1,    0, 1560, 1317,65535,65535,    0
   9,1580281800,    0,   12,10661,  425, 3920,    0, 1448,    4, 9146,    2,    0, 1044,  896,65535,65535,    0
  10,1580281800,    1,   12,16248,  575, 4745,    0, 1942,    8,11943,65535,    0, 1662, 1478,65535,65535,    0
  11,1580281800,    2,   10,10568,  617, 3293,    0, 1184,   11, 9531,    1,    0, 1562, 1319,65535,65535,    0
  12,1580105700,    1,   11,14845,  529, 4269,    0, 1768,    7,11074,65535,    0, 1584, 1402,65535,65535,    0
  13,1580105700,    2,    7,10457,  575, 3155,    0, 1171,    7, 9104,    1,    0, 1462, 1240,65535,65535,    0
  14,1580106000,    0,   12,10509,  425, 3750,    0, 1385,    4, 8953,    2,    0, 1040,  892,65535,65535,    0
  15,1580282081,    0,   11,14845,  529, 4269,    0, 1768,    7,11074,65535,    0, 1584, 1402,65535,65535,    0
  16,1580282081,    1,    7,10457,  575, 3155,    0, 1171,    7, 9104,    1,    0, 1462, 1240,65535,65535,    0
  17,1580282081,    2,   12,10509,  425, 3750,    0, 1385,    4, 8953,    2,    0, 1040,  892,65535,65535,    0
  18,1580282100,    0,   11,14845,  529, 4269,    0, 1768,    7,11074,65535,    0, 1584, 1402,65535,65535,    0
  19,1580282100,    1,    7,10457,  575, 3155,    0, 1171,    7, 9104,    1,    0, 1462, 1240,65535,65535,    0
  20,1580282100,    2,   12,10509,  425, 3750,    0, 1385,    4, 8953,    2,    0, 1040,  892,65535,65535,    0
  21,1580106600,    1,   11,14849,  529, 4277,    0, 1768,    7,11079,65535,    0, 1584, 1402,65535,65535,    0
  22,1580106600,    2,    7,10460,  578, 3164,    0, 1171,    8, 9114,    1,    0, 1464, 1241,65535,65535,    0
  23,1580106900,    0,   12,10509,  425, 3760,    0, 1385,    4, 8953,    2,    0, 1040,  892,65535,65535,    0
  24,1580282388,    0,   11,14849,  529, 4277,    0, 1768,    7,11079,65535,    0, 1584, 1402,65535,65535,    0
  25,1580282388,    1,    7,10460,  578, 3164,    0, 1171,    8, 9114,    1,    0, 1464, 1241,65535,65535,    0
  26,1580282388,    2,   12,10509,  425, 3760,    0, 1385,    4, 8953,    2,    0, 1040,  892,65535,65535,    0
  27,1580282400,    0,   11,14849,  529, 4277,    0, 1768,    7,11079,65535,    0, 1584, 1402,65535,65535,    0
  28,1580282400,    1,    7,10460,  578, 3164,    0, 1171,    8, 9114,    1,    0, 1464, 1241,65535,65535,    0
  29,1580282400,    2,   12,10509,  425, 3760,    0, 1385,    4, 8953,    2,    0, 1040,  892,65535,65535,    0
  30,1580282700,    0,   11,14849,  529, 4277,    0, 1768,    7,11082,65535,    0, 1584, 1402,65535,65535,    0
  31,1580282700,    1,    7,10461,  578, 3165,    0, 1175,    8, 9124,    1,    0, 1464, 1241,65535,65535,    0
  32,1580282700,    2,   12,10509,  425, 3763,    0, 1385,    4, 8956,    2,    0, 1040,  892,65535,65535,    0
  33,1580283000,    0,   11,14849,  529, 4278,    0, 1768,    7,11083,65535,    0, 1584, 1402,65535,65535,    0
  34,1580283000,    1,    7,10461,  578, 3168,    0, 1176,    8, 9144,    1,    0, 1464, 1241,65535,65535,    0
  35,1580283000,    2,   12,10509,  425, 3764,    0, 1386,    4, 8958,    2,    0, 1040,  892,65535,65535,    0
  36,1580283300,    0,   11,14849,  529, 4279,    0, 1768,    7,11086,65535,    0, 1584, 1402,65535,65535,    0
  37,1580283300,    1,    7,10463,  578, 3170,    0, 1179,    8, 9152,    1,    0, 1465, 1242,65535,65535,    0
  38,1580283300,    2,   12,10509,  425, 3764,    0, 1386,    4, 8958,    2,    0, 1040,  892,65535,65535,    0
  39,1580283600,    0,   11,14849,  529, 4282,    0, 1769,    7,11091,65535,    0, 1584, 1402,65535,65535,    0
  40,1580283600,    1,    7,10463,  578, 3171,    0, 1179,    8, 9166,    1,    0, 1465, 1242,65535,65535,    0
  41,1580283600,    2,   12,10509,  425, 3764,    0, 1386,    4, 8958,    2,    0, 1041,  893,65535,65535,    0
  42,1580283900,    0,   11,14850,  529, 4282,    0, 1769,    7,11092,65535,    0, 1584, 1402,65535,65535,    0
  43,1580283900,    1,    7,10465,  578, 3171,    0, 1180,    8, 9184,    1,    0, 1465, 1242,65535,65535,    0
  44,1580283900,    2,   12,10509,  425, 3764,    0, 1386,    4, 8958,    2,    0, 1041,  893,65535,65535,    0
